quoteId,claimId,customerId,customerName,cancellationDate,cancelReasonDescription,controllingStateOrProvinceCode,effectiveDate,expirationDate,id,lineOfBusinessCode,number,originalEffectiveDate,parentEntityId,parentEntityTypeName,statusCode,renewalPremium,numberOfEmployees,businessIndustry,annualRevenue,paymentMethod,claimsCount,durationInMonths,totalPremium,claimAmount,givenName,surname
Q1490,C1490,490,Brian Ramirez,10/31/2061,Cancellation due to non-payment,NY,10/31/2060,11/1/2061,P1490,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8966.13482858487,39,Manufacturing,5103361,Credit Card,1,12,9012.37405501824,8512.37405501824,Brian,Ramirez
Q1491,C1491,491,Kelly Morales,11/30/2061,Cancellation due to non-payment,NY,11/30/2060,12/1/2061,P1491,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4967.03437799102,13,Construction,8175042,Cheque,1,12,5100.91077507141,4600.91077507141,Kelly,Morales
Q1492,C1492,492,Ashley Perry,12/31/2061,Cancellation due to non-payment,NY,12/31/2060,1/1/2062,P1492,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6497.77793322553,64,Consulting,7806113,ACH Transfer,1,12,6581.19338021383,6081.19338021383,Ashley,Perry
Q1493,C1493,493,Kenneth Pierce,1/31/2062,Cancellation due to non-payment,NY,1/31/2061,2/1/2062,P1493,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3401.07236347434,11,Construction,2273513,Credit Card,1,12,3496.43064683019,2996.43064683019,Kenneth,Pierce
Q1494,C1494,494,Debbie Reyes,2/28/2062,Cancellation due to non-payment,NY,2/28/2061,3/1/2062,P1494,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2578.14823987473,19,Consulting,9887557,Cheque,1,12,2693.09043751385,2193.09043751385,Debbie,Reyes
Q1495,C1495,495,Anna Espinoza,3/31/2062,Cancellation due to non-payment,NY,3/31/2061,4/1/2062,P1495,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5226.80255676778,11,Retail,9010762,Credit Card,1,12,5173.28564445983,4673.28564445983,Anna,Espinoza
Q1496,C1496,496,Jackson Lopez,4/30/2062,Cancellation due to non-payment,NY,4/30/2061,5/1/2062,P1496,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4250.48586252669,77,Construction,7013462,ACH Transfer,1,12,4180.17005223447,3680.17005223447,Jackson,Lopez
Q1497,C1497,497,Victoria Thomas,5/31/2062,Cancellation due to non-payment,NY,5/31/2061,6/1/2062,P1497,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6327.62118493892,46,Retail,1111930,Credit Card,1,12,6252.90500665784,5752.90500665784,Victoria,Thomas
Q1498,C1498,498,Donna Schneider,6/30/2062,Cancellation due to non-payment,NY,6/30/2061,7/1/2062,P1498,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1693.40713753792,45,Construction,5962044,ACH Transfer,1,12,1699.61173268486,1199.61173268486,Donna,Schneider
Q1499,C1499,499,Jason Reyes,7/31/2062,Cancellation due to non-payment,NY,7/31/2061,8/1/2062,P1499,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9652.10934657252,1,Manufacturing,9568133,Credit Card,1,12,9769.55326899549,9269.55326899549,Jason,Reyes
Q1500,C1500,500,Kaylee Brown,8/31/2062,Cancellation due to non-payment,NY,8/31/2061,9/1/2062,P1500,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,10234.7212594084,40,Technology,8380083,Cheque,1,12,9875.89670031642,9375.89670031642,Kaylee,Brown
Q1501,C1501,501,Daniel Lopez,9/30/2062,Cancellation due to non-payment,NY,9/30/2061,10/1/2062,P1501,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7297.35355932686,19,Retail,1885818,ACH Transfer,1,12,7283.4554261777,6783.4554261777,Daniel,Lopez
Q1502,C1502,502,Julie Davis,10/31/2062,Cancellation due to non-payment,NY,10/31/2061,11/1/2062,P1502,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5812.74101707893,76,Consulting,3051720,ACH Transfer,1,12,5824.86729709708,5324.86729709708,Julie,Davis
Q1503,C1503,503,Kimberly Jenkins,11/30/2062,Cancellation due to non-payment,NY,11/30/2061,12/1/2062,P1503,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3606.16856058389,72,Manufacturing,9648725,ACH Transfer,1,12,3785.74854657694,3285.74854657694,Kimberly,Jenkins
Q1504,C1504,504,James Cox,12/31/2062,Cancellation due to non-payment,NY,12/31/2061,1/1/2063,P1504,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8192.00740560421,72,Construction,2182963,Credit Card,1,12,8324.15517736253,7824.15517736253,James,Cox
Q1505,C1505,505,Miguel Martinez,1/31/2063,Cancellation due to non-payment,NY,1/31/2062,2/1/2063,P1505,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7076.76969988023,61,Retail,6062859,Credit Card,1,12,7162.58055298491,6662.58055298491,Miguel,Martinez
Q1506,C1506,506,Christopher Kennedy,2/28/2063,Cancellation due to non-payment,NY,2/28/2062,3/1/2063,P1506,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2438.62691546193,12,Construction,4356146,Cheque,1,12,2463.55245410402,1963.55245410402,Christopher,Kennedy
Q1507,C1507,507,Patrick Hurst,3/31/2063,Cancellation due to non-payment,NY,3/31/2062,4/1/2063,P1507,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9272.08996888432,61,Construction,9770114,ACH Transfer,1,12,9198.34466044458,8698.34466044458,Patrick,Hurst
Q1508,C1508,508,Margaret Montgomery,4/30/2063,Cancellation due to non-payment,NY,4/30/2062,5/1/2063,P1508,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8431.07085250714,33,Construction,389134,ACH Transfer,1,12,8402.83518630852,7902.83518630852,Margaret,Montgomery
Q1509,C1509,509,Jeffrey Daniels,5/31/2063,Cancellation due to non-payment,NY,5/31/2062,6/1/2063,P1509,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9651.22915190773,45,Technology,7732285,Credit Card,1,12,9548.19921962731,9048.19921962731,Jeffrey,Daniels
Q1510,C1510,510,Patrick Golden,6/30/2063,Cancellation due to non-payment,NY,6/30/2062,7/1/2063,P1510,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7730.97175696144,90,Technology,4424660,Credit Card,1,12,7531.47557549523,7031.47557549523,Patrick,Golden
Q1511,C1511,511,Scott Lopez,7/31/2063,Cancellation due to non-payment,NY,7/31/2062,8/1/2063,P1511,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6724.82652470939,92,Consulting,2966069,Cheque,1,12,6520.7367634221,6020.7367634221,Scott,Lopez
Q1512,C1512,512,Larry Mcmillan,8/31/2063,Cancellation due to non-payment,NY,8/31/2062,9/1/2063,P1512,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4868.10524615563,69,Retail,837090,Cheque,1,12,4764.18732661557,4264.18732661557,Larry,Mcmillan
Q1513,C1513,513,Roberto Johnson,9/30/2063,Cancellation due to non-payment,NY,9/30/2062,10/1/2063,P1513,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9822.50065323549,8,Manufacturing,9403173,Credit Card,1,12,9394.55635018612,8894.55635018612,Roberto,Johnson
Q1514,C1514,514,Laura Chapman,10/31/2063,Cancellation due to non-payment,NY,10/31/2062,11/1/2063,P1514,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8370.88103681762,25,Manufacturing,3935598,ACH Transfer,1,12,8794.57500550367,8294.57500550367,Laura,Chapman
Q1515,C1515,515,Joshua Oconnor,11/30/2063,Cancellation due to non-payment,NY,11/30/2062,12/1/2063,P1515,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1364.16496611008,91,Manufacturing,5082042,Cheque,1,12,1406.9680309557,906.9680309557,Joshua,Oconnor
Q1516,C1516,516,Charles Baker,12/31/2063,Cancellation due to non-payment,NY,12/31/2062,1/1/2064,P1516,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1176.37338856782,46,Construction,1152425,Credit Card,1,12,1237.30277047526,737.30277047526,Charles,Baker
Q1517,C1517,517,Kenneth Daniel,1/31/2064,Cancellation due to non-payment,NY,1/31/2063,2/1/2064,P1517,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4452.88471799592,87,Technology,6403816,Credit Card,1,12,4388.17030190244,3888.17030190244,Kenneth,Daniel
Q1518,C1518,518,Michael Huang,2/28/2064,Cancellation due to non-payment,NY,2/28/2063,2/29/2064,P1518,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8625.14552041539,30,Retail,877567,ACH Transfer,1,12,8294.97997703649,7794.97997703649,Michael,Huang
Q1519,C1519,519,Jacqueline Moody,3/31/2064,Cancellation due to non-payment,NY,3/31/2063,4/1/2064,P1519,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9631.90496868891,47,Construction,2816207,Credit Card,1,12,9885.4851638345,9385.4851638345,Jacqueline,Moody
Q1520,C1520,520,Edwin Leach,4/30/2064,Cancellation due to non-payment,NY,4/30/2063,5/1/2064,P1520,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2454.26536217124,87,Technology,6652901,Credit Card,1,12,2353.75201993175,1853.75201993175,Edwin,Leach
Q1521,C1521,521,Lauren Duncan,5/31/2064,Cancellation due to non-payment,NY,5/31/2063,6/1/2064,P1521,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6068.07039222434,49,Technology,1849736,Cheque,1,12,6347.17643816921,5847.17643816921,Lauren,Duncan
Q1522,C1522,522,Lorraine Walker,6/30/2064,Cancellation due to non-payment,NY,6/30/2063,7/1/2064,P1522,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4620.38675172094,47,Retail,6821635,Credit Card,1,12,4428.01770967919,3928.01770967919,Lorraine,Walker
Q1523,C1523,523,Johnny Craig,7/31/2064,Cancellation due to non-payment,NY,7/31/2063,8/1/2064,P1523,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9584.8698862956,84,Retail,151707,Credit Card,1,12,9729.22958033142,9229.22958033142,Johnny,Craig
Q1524,C1524,524,Julie Walsh,8/31/2064,Cancellation due to non-payment,NY,8/31/2063,9/1/2064,P1524,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8237.1264346087,82,Retail,8769441,Cheque,1,12,8579.07030822137,8079.07030822137,Julie,Walsh
Q1525,C1525,525,Nicole Rivera,9/30/2064,Cancellation due to non-payment,NY,9/30/2063,10/1/2064,P1525,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8532.88581947981,18,Construction,9577571,ACH Transfer,1,12,8544.95834240024,8044.95834240024,Nicole,Rivera
Q1526,C1526,526,Mike Briggs,10/31/2064,Cancellation due to non-payment,NY,10/31/2063,11/1/2064,P1526,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5091.31865181665,66,Consulting,6204128,ACH Transfer,1,12,5218.23843815473,4718.23843815473,Mike,Briggs
Q1527,C1527,527,Stacey Wilson,11/30/2064,Cancellation due to non-payment,NY,11/30/2063,12/1/2064,P1527,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4631.54778706242,68,Retail,1977145,Cheque,1,12,4733.37552103898,4233.37552103898,Stacey,Wilson
Q1528,C1528,528,Sonya Alvarez,12/31/2064,Cancellation due to non-payment,NY,12/31/2063,1/1/2065,P1528,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3393.97318608993,94,Consulting,9323482,Cheque,1,12,3460.66364737635,2960.66364737635,Sonya,Alvarez
Q1529,C1529,529,Ashley Mack,1/31/2065,Cancellation due to non-payment,NY,1/31/2064,2/1/2065,P1529,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1553.05697158117,33,Construction,9378101,ACH Transfer,1,12,1507.37946985834,1007.37946985834,Ashley,Mack
Q1530,C1530,530,Kathryn Newman,2/28/2065,Cancellation due to non-payment,NY,2/29/2064,3/1/2065,P1530,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8816.89478296443,36,Consulting,6787666,ACH Transfer,1,12,8782.50138629548,8282.50138629548,Kathryn,Newman
Q1531,C1531,531,Lori Baker,3/31/2065,Cancellation due to non-payment,NY,3/31/2064,4/1/2065,P1531,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8159.19050649225,82,Manufacturing,878799,ACH Transfer,1,12,8316.10908217069,7816.10908217069,Lori,Baker
Q1532,C1532,532,Paige Collins,4/30/2065,Cancellation due to non-payment,NY,4/30/2064,5/1/2065,P1532,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,10107.764807729,19,Consulting,7179701,ACH Transfer,1,12,9997.45905957517,9497.45905957517,Paige,Collins
Q1533,C1533,533,Derrick Moore,5/31/2065,Cancellation due to non-payment,NY,5/31/2064,6/1/2065,P1533,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,10185.2279529477,28,Retail,979459,ACH Transfer,1,12,9969.73153366514,9469.73153366514,Derrick,Moore
Q1534,C1534,534,Brian Morales,6/30/2065,Cancellation due to non-payment,NY,6/30/2064,7/1/2065,P1534,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5862.48509531989,40,Construction,8349953,Cheque,1,12,5998.88535042364,5498.88535042364,Brian,Morales
Q1535,C1535,535,Brenda Anderson,7/31/2065,Cancellation due to non-payment,NY,7/31/2064,8/1/2065,P1535,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7852.40995911488,84,Retail,1922744,Credit Card,1,12,7920.88673662459,7420.88673662459,Brenda,Anderson
Q1536,C1536,536,Rachel Stout,8/31/2065,Cancellation due to non-payment,NY,8/31/2064,9/1/2065,P1536,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9143.57402336905,97,Manufacturing,8267707,ACH Transfer,1,12,9502.89156894185,9002.89156894185,Rachel,Stout
Q1537,C1537,537,Adrian Washington,9/30/2065,Cancellation due to non-payment,NY,9/30/2064,10/1/2065,P1537,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8371.12189018488,76,Retail,3943139,ACH Transfer,1,12,8646.8265160967,8146.8265160967,Adrian,Washington
Q1538,C1538,538,Richard Cardenas,10/31/2065,Cancellation due to non-payment,NY,10/31/2064,11/1/2065,P1538,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3284.56394271831,15,Retail,4547395,Credit Card,1,12,3226.13291568877,2726.13291568877,Richard,Cardenas
Q1539,C1539,539,Aaron Johnson,11/30/2065,Cancellation due to non-payment,NY,11/30/2064,12/1/2065,P1539,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4893.86757679801,41,Retail,9340658,Credit Card,1,12,5054.89721779084,4554.89721779084,Aaron,Johnson
Q1540,C1540,540,Natasha Wise,12/31/2065,Cancellation due to non-payment,NY,12/31/2064,1/1/2066,P1540,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2167.87615385606,39,Technology,2461216,Credit Card,1,12,2162.43473636345,1662.43473636345,Natasha,Wise
Q1541,C1541,541,Dylan Brady,1/31/2066,Cancellation due to non-payment,NY,1/31/2065,2/1/2066,P1541,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9786.86059216753,2,Manufacturing,7546153,Credit Card,1,12,9586.4592453285,9086.4592453285,Dylan,Brady
Q1542,C1542,542,Melanie Nelson,2/28/2066,Cancellation due to non-payment,NY,2/28/2065,3/1/2066,P1542,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6201.78828867387,63,Retail,2667587,Credit Card,1,12,6455.57171005792,5955.57171005792,Melanie,Nelson
Q1543,C1543,543,Robert Callahan,3/31/2066,Cancellation due to non-payment,NY,3/31/2065,4/1/2066,P1543,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3078.36788076061,29,Retail,364237,Credit Card,1,12,3057.78524953116,2557.78524953116,Robert,Callahan
Q1544,C1544,544,Jennifer Petersen,4/30/2066,Cancellation due to non-payment,NY,4/30/2065,5/1/2066,P1544,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6873.79718770496,74,Retail,4569353,Cheque,1,12,7045.30615965271,6545.30615965271,Jennifer,Petersen
Q1545,C1545,545,Jon Hammond,5/31/2066,Cancellation due to non-payment,NY,5/31/2065,6/1/2066,P1545,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6866.98020901097,66,Construction,4940351,Credit Card,1,12,6563.15416412106,6063.15416412106,Jon,Hammond
Q1546,C1546,546,Joshua Patel,6/30/2066,Cancellation due to non-payment,NY,6/30/2065,7/1/2066,P1546,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4216.51502466271,51,Technology,2614719,Credit Card,1,12,4223.46446229556,3723.46446229556,Joshua,Patel
Q1547,C1547,547,James Clark,7/31/2066,Cancellation due to non-payment,NY,7/31/2065,8/1/2066,P1547,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2083.89058423932,75,Construction,2008911,Cheque,1,12,2022.01832979666,1522.01832979666,James,Clark
Q1548,C1548,548,Daniel Avila,8/31/2066,Cancellation due to non-payment,NY,8/31/2065,9/1/2066,P1548,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7079.53913402833,77,Technology,4102981,Credit Card,1,12,7044.15876033519,6544.15876033519,Daniel,Avila
Q1549,C1549,549,Amber Potter,9/30/2066,Cancellation due to non-payment,NY,9/30/2065,10/1/2066,P1549,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5423.301183657,10,Retail,1519920,ACH Transfer,1,12,5682.76930813413,5182.76930813413,Amber,Potter
Q1550,C1550,550,Lisa Wood,10/31/2066,Cancellation due to non-payment,NY,10/31/2065,11/1/2066,P1550,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8056.7323938107,14,Manufacturing,8460777,ACH Transfer,1,12,7950.86552562075,7450.86552562075,Lisa,Wood
Q1551,C1551,551,Ashley Brooks,11/30/2066,Cancellation due to non-payment,NY,11/30/2065,12/1/2066,P1551,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5937.93503283488,82,Consulting,2279441,Credit Card,1,12,5681.47151000794,5181.47151000794,Ashley,Brooks
Q1552,C1552,552,Elizabeth Johnson,12/31/2066,Cancellation due to non-payment,NY,12/31/2065,1/1/2067,P1552,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8757.72722688965,51,Consulting,2837946,Cheque,1,12,8669.63350286686,8169.63350286686,Elizabeth,Johnson
Q1553,C1553,553,Melissa Ford,1/31/2067,Cancellation due to non-payment,NY,1/31/2066,2/1/2067,P1553,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6157.62669785349,73,Retail,9938074,ACH Transfer,1,12,5967.16154897037,5467.16154897037,Melissa,Ford
Q1554,C1554,554,Crystal Wilson,2/28/2067,Cancellation due to non-payment,NY,2/28/2066,3/1/2067,P1554,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6280.82678493461,39,Construction,9849844,Cheque,1,12,6048.44174381847,5548.44174381847,Crystal,Wilson
Q1555,C1555,555,Diane Taylor,3/31/2067,Cancellation due to non-payment,NY,3/31/2066,4/1/2067,P1555,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8648.14853831901,28,Manufacturing,2188062,ACH Transfer,1,12,8889.8824239251,8389.8824239251,Diane,Taylor
Q1556,C1556,556,Johnathan Wood,4/30/2067,Cancellation due to non-payment,NY,4/30/2066,5/1/2067,P1556,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4497.98380390136,3,Technology,1934907,Credit Card,1,12,4631.34579591157,4131.34579591157,Johnathan,Wood
Q1557,C1557,557,Michaela Johnson,5/31/2067,Cancellation due to non-payment,NY,5/31/2066,6/1/2067,P1557,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2230.62098325795,84,Retail,8452110,Cheque,1,12,2206.13705605576,1706.13705605576,Michaela,Johnson
Q1558,C1558,558,Denise Rivera,6/30/2067,Cancellation due to non-payment,NY,6/30/2066,7/1/2067,P1558,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1247.84217892153,70,Manufacturing,3961774,Cheque,1,12,1259.04408682005,759.04408682005,Denise,Rivera
Q1559,C1559,559,Joseph Rodriguez,7/31/2067,Cancellation due to non-payment,NY,7/31/2066,8/1/2067,P1559,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8061.19916975003,27,Manufacturing,3733795,Cheque,1,12,7796.23530106257,7296.23530106257,Joseph,Rodriguez
Q1560,C1560,560,Thomas Wells,8/31/2067,Cancellation due to non-payment,NY,8/31/2066,9/1/2067,P1560,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6846.11262230641,2,Technology,3577084,ACH Transfer,1,12,6582.78596218118,6082.78596218118,Thomas,Wells
Q1561,C1561,561,Steven Sanchez,9/30/2067,Cancellation due to non-payment,NY,9/30/2066,10/1/2067,P1561,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7229.17731368132,93,Manufacturing,4427802,ACH Transfer,1,12,7336.71791289301,6836.71791289301,Steven,Sanchez
Q1562,C1562,562,Connie Kline,10/31/2067,Cancellation due to non-payment,NY,10/31/2066,11/1/2067,P1562,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2839.93108277896,38,Construction,3499752,ACH Transfer,1,12,2916.67745358019,2416.67745358019,Connie,Kline
Q1563,C1563,563,John Casey,11/30/2067,Cancellation due to non-payment,NY,11/30/2066,12/1/2067,P1563,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2289.8259424135,3,Construction,3900986,Credit Card,1,12,2227.34328028092,1727.34328028092,John,Casey
Q1564,C1564,564,Elizabeth Mckee,12/31/2067,Cancellation due to non-payment,NY,12/31/2066,1/1/2068,P1564,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1105.43476073471,16,Construction,5432889,ACH Transfer,1,12,1130.90199101093,630.90199101093,Elizabeth,Mckee
Q1565,C1565,565,Mark Morse,1/31/2068,Cancellation due to non-payment,NY,1/31/2067,2/1/2068,P1565,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4289.34357083812,94,Manufacturing,823858,Credit Card,1,12,4155.28802925937,3655.28802925937,Mark,Morse
Q1566,C1566,566,Felicia Moore,2/28/2068,Cancellation due to non-payment,NY,2/28/2067,2/29/2068,P1566,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6261.14366935385,40,Construction,144816,Cheque,1,12,6309.25918169169,5809.25918169169,Felicia,Moore
Q1567,C1567,567,Randy Weeks,3/31/2068,Cancellation due to non-payment,NY,3/31/2067,4/1/2068,P1567,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4606.09980105546,2,Technology,104138,Cheque,1,12,4530.19640589759,4030.19640589759,Randy,Weeks
Q1568,C1568,568,Alexis Nunez,4/30/2068,Cancellation due to non-payment,NY,4/30/2067,5/1/2068,P1568,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4737.57898825965,81,Manufacturing,4263960,Credit Card,1,12,4937.27429821356,4437.27429821356,Alexis,Nunez
Q1569,C1569,569,Brianna Ruiz,5/31/2068,Cancellation due to non-payment,NY,5/31/2067,6/1/2068,P1569,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9250.60381968179,41,Consulting,7181905,ACH Transfer,1,12,9137.42825044373,8637.42825044373,Brianna,Ruiz
Q1570,C1570,570,Andrea Webb,6/30/2068,Cancellation due to non-payment,NY,6/30/2067,7/1/2068,P1570,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4114.35851847314,12,Manufacturing,3964044,Credit Card,1,12,4134.2992032097,3634.2992032097,Andrea,Webb
Q1571,C1571,571,Leah Fischer,7/31/2068,Cancellation due to non-payment,NY,7/31/2067,8/1/2068,P1571,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5674.63050452587,35,Technology,6747463,Cheque,1,12,5625.90540243829,5125.90540243829,Leah,Fischer
Q1572,C1572,572,Karen Dixon,8/31/2068,Cancellation due to non-payment,NY,8/31/2067,9/1/2068,P1572,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7785.53303578557,65,Consulting,7188166,Cheque,1,12,8052.87711467028,7552.87711467028,Karen,Dixon
Q1573,C1573,573,Michael Johnson,9/30/2068,Cancellation due to non-payment,NY,9/30/2067,10/1/2068,P1573,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4677.10993187697,55,Manufacturing,321552,Credit Card,1,12,4568.88504089143,4068.88504089143,Michael,Johnson
Q1574,C1574,574,Andrew Hawkins,10/31/2068,Cancellation due to non-payment,NY,10/31/2067,11/1/2068,P1574,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6838.18212294424,45,Construction,8532372,ACH Transfer,1,12,6598.78030205086,6098.78030205086,Andrew,Hawkins
Q1575,C1575,575,Manuel Benson,11/30/2068,Cancellation due to non-payment,NY,11/30/2067,12/1/2068,P1575,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8513.10137384912,79,Retail,1997951,ACH Transfer,1,12,8761.2733787207,8261.2733787207,Manuel,Benson
Q1576,C1576,576,Linda Anderson,12/31/2068,Cancellation due to non-payment,NY,12/31/2067,1/1/2069,P1576,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9159.76743783041,90,Retail,5962835,Credit Card,1,12,9545.68561291877,9045.68561291877,Linda,Anderson
Q1577,C1577,577,Elizabeth Sanchez,1/31/2069,Cancellation due to non-payment,NY,1/31/2068,2/1/2069,P1577,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2212.97106876857,85,Construction,8805070,Credit Card,1,12,2323.66132836134,1823.66132836134,Elizabeth,Sanchez
Q1578,C1578,578,Patrick Nichols,2/28/2069,Cancellation due to non-payment,NY,2/29/2068,3/1/2069,P1578,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9471.87990839048,62,Retail,9378463,ACH Transfer,1,12,9339.28862645345,8839.28862645345,Patrick,Nichols
Q1579,C1579,579,Stephanie Glenn,3/31/2069,Cancellation due to non-payment,NY,3/31/2068,4/1/2069,P1579,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5487.18848937056,49,Retail,9903326,Cheque,1,12,5429.04663771584,4929.04663771584,Stephanie,Glenn
Q1580,C1580,580,Stacy Edwards,4/30/2069,Cancellation due to non-payment,NY,4/30/2068,5/1/2069,P1580,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3339.72264626537,95,Construction,2257280,Credit Card,1,12,3324.19949469062,2824.19949469062,Stacy,Edwards
Q1581,C1581,581,Rachael Hunt,5/31/2069,Cancellation due to non-payment,NY,5/31/2068,6/1/2069,P1581,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4994.65111029296,25,Construction,908301,ACH Transfer,1,12,5132.22180614435,4632.22180614435,Rachael,Hunt
