quoteId,claimId,customerId,customerName,givenName,surname,cancelReasonDescription,controllingStateOrProvinceCode,id,statusCode,parentEntityId,parentEntityTypeName,lineOfBusinessCode,number,totalPremium,effectiveDate,originalEffectiveDate,cancellationDate,expirationDate,RenewalDate,renewalPremium,numberOfEmployees,businessIndustry,annualRevenue,paymentMethod,claimsCount,claimAmount,durationInMonths,RenewalStatus
Q1499,C1499,499,Vanessa Torres,Vanessa,Torres,Cancellation due to non-payment,NY,1499,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9769.55,2061-07-31,2022-11-04,2062-04-21,2062-07-31,,9652.11,73,Technology,6373744.84,Credit Card,1,9269.55,12,0
Q1500,C1500,500,Alexander Estes,Alexander,Estes,Cancellation due to non-payment,NY,1500,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9875.9,2061-08-31,2022-11-04,2062-02-16,2062-08-31,,10234.72,58,Technology,5975267.69,Cheque,1,9375.9,12,0
Q1501,C1501,501,Catherine Maldonado,Catherine,Maldonado,Cancellation due to non-payment,NY,1501,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7283.46,2061-09-30,2022-11-04,,2062-09-30,2062-10-01,7297.36,45,Construction,260810.09,Credit Card,0,6783.46,12,1
Q1502,C1502,502,Mr. Jeffery Green,Mr.,Green,Cancellation due to non-payment,NY,1502,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5824.87,2061-10-31,2022-11-04,,2062-10-31,2062-11-01,5812.74,62,Technology,7314902.74,Cheque,0,5324.87,12,1
Q1503,C1503,503,Sean Fisher,Sean,Fisher,Cancellation due to non-payment,NY,1503,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3785.75,2061-11-30,2022-11-04,2062-07-25,2062-11-30,,3606.17,39,Manufacturing,3302951.08,Cheque,0,3285.75,12,0
Q1504,C1504,504,Dawn Neal,Dawn,Neal,Cancellation due to non-payment,NY,1504,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8324.16,2061-12-31,2022-11-04,,2062-12-31,2063-01-01,8192.01,96,Construction,6684054.29,Credit Card,0,7824.16,12,1
Q1505,C1505,505,Jeremy Cole,Jeremy,Cole,Cancellation due to non-payment,NY,1505,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7162.58,2062-01-31,2022-11-04,2062-02-09,2063-01-31,,7076.77,58,Retail,5610126.44,Credit Card,0,6662.58,12,0
Q1506,C1506,506,Mariah Reeves DVM,Mariah,DVM,Cancellation due to non-payment,NY,1506,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2463.55,2062-02-28,2022-11-04,2062-07-16,2063-02-28,,2438.62,81,Technology,3493036.16,Cheque,1,1963.55,12,0
Q1507,C1507,507,Mario Davis,Mario,Davis,Cancellation due to non-payment,NY,1507,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9198.34,2062-03-31,2022-11-04,2062-07-06,2063-03-31,,9272.09,99,Technology,1432305.04,Cheque,1,8698.34,12,0
Q1508,C1508,508,Julie Jones,Julie,Jones,Cancellation due to non-payment,NY,1508,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8402.84,2062-04-30,2022-11-04,2062-10-28,2063-04-30,,8431.08,83,Construction,1034747.09,Cheque,1,7902.84,12,0
Q1509,C1509,509,Rachel Ponce,Rachel,Ponce,Cancellation due to non-payment,NY,1509,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9548.2,2062-05-31,2022-11-04,,2063-05-31,2063-06-01,9651.23,64,Consulting,8332031.5,ACH Transfer,0,9048.2,12,1
Q1510,C1510,510,Jennifer Lee PhD,Jennifer,PhD,Cancellation due to non-payment,NY,1510,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7531.48,2062-06-30,2022-11-04,,2063-06-30,2063-07-01,7730.98,44,Technology,9192135.67,Credit Card,1,7031.48,12,1
Q1511,C1511,511,Micheal Williams,Micheal,Williams,Cancellation due to non-payment,NY,1511,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6520.74,2062-07-31,2022-11-04,,2063-07-31,2063-08-01,6724.83,29,Manufacturing,6532901.66,ACH Transfer,0,6020.74,12,1
Q1512,C1512,512,Thomas Weber,Thomas,Weber,Cancellation due to non-payment,NY,1512,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4764.19,2062-08-31,2022-11-04,,2063-08-31,2063-09-01,4868.11,59,Technology,1123997.74,ACH Transfer,0,4264.19,12,1
Q1513,C1513,513,Matthew Smith,Matthew,Smith,Cancellation due to non-payment,NY,1513,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9394.56,2062-09-30,2022-11-04,2063-04-03,2063-09-30,,9822.5,71,Retail,4080069.45,Credit Card,1,8894.56,12,0
Q1514,C1514,514,Michael Maldonado,Michael,Maldonado,Cancellation due to non-payment,NY,1514,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8794.58,2062-10-31,2022-11-04,,2063-10-31,2063-11-01,8370.89,92,Technology,7316498.08,Credit Card,0,8294.58,12,1
Q1515,C1515,515,Daniel Diaz,Daniel,Diaz,Cancellation due to non-payment,NY,1515,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1406.97,2062-11-30,2022-11-04,2063-02-16,2063-11-30,,1364.17,9,Consulting,7820226.75,ACH Transfer,0,906.97,12,0
Q1516,C1516,516,Charles Gilmore,Charles,Gilmore,Cancellation due to non-payment,NY,1516,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1237.3,2062-12-31,2022-11-04,2063-12-15,2063-12-31,,1176.37,92,Technology,1270364.36,Credit Card,1,737.3,12,0
Q1517,C1517,517,Gerald Hernandez,Gerald,Hernandez,Cancellation due to non-payment,NY,1517,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4388.17,2063-01-31,2022-11-04,,2064-01-31,2064-02-01,4452.88,6,Construction,100304.12,Cheque,0,3888.17,12,1
Q1518,C1518,518,Melissa Mills,Melissa,Mills,Cancellation due to non-payment,NY,1518,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8294.98,2063-02-28,2022-11-04,2063-06-04,2064-02-28,,8625.15,29,Technology,7150156.75,Cheque,0,7794.98,12,0
Q1519,C1519,519,Sarah Morgan,Sarah,Morgan,Cancellation due to non-payment,NY,1519,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9885.49,2063-03-31,2022-11-04,,2064-03-31,2064-04-01,9631.91,58,Consulting,3630302.14,ACH Transfer,1,9385.49,12,1
Q1520,C1520,520,Holly Wright,Holly,Wright,Cancellation due to non-payment,NY,1520,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2353.75,2063-04-30,2022-11-04,,2064-04-30,2064-05-01,2454.26,17,Construction,2619365.18,ACH Transfer,0,1853.75,12,1
Q1521,C1521,521,Robert Gates,Robert,Gates,Cancellation due to non-payment,NY,1521,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6347.18,2063-05-31,2022-11-04,,2064-05-31,2064-06-01,6068.07,16,Manufacturing,227684.95,Credit Card,0,5847.18,12,1
Q1522,C1522,522,Melissa Roberts,Melissa,Roberts,Cancellation due to non-payment,NY,1522,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4428.02,2063-06-30,2022-11-04,,2064-06-30,2064-07-01,4620.39,87,Construction,5448964.13,Credit Card,1,3928.02,12,1
Q1523,C1523,523,David Russell,David,Russell,Cancellation due to non-payment,NY,1523,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9729.23,2063-07-31,2022-11-04,,2064-07-31,2064-08-01,9584.87,95,Retail,8526392.28,ACH Transfer,1,9229.23,12,1
Q1524,C1524,524,Michelle Ortega,Michelle,Ortega,Cancellation due to non-payment,NY,1524,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8579.07,2063-08-31,2022-11-04,2064-01-28,2064-08-31,,8237.13,3,Construction,9580553.3,ACH Transfer,1,8079.07,12,0
Q1525,C1525,525,George Henry,George,Henry,Cancellation due to non-payment,NY,1525,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8544.96,2063-09-30,2022-11-04,,2064-09-30,2064-10-01,8532.89,21,Manufacturing,5700875.01,Cheque,1,8044.96,12,1
Q1526,C1526,526,Lee Fields,Lee,Fields,Cancellation due to non-payment,NY,1526,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5218.24,2063-10-31,2022-11-04,,2064-10-31,2064-11-01,5091.32,64,Technology,5193167.14,Cheque,0,4718.24,12,1
Q1527,C1527,527,Matthew Morris,Matthew,Morris,Cancellation due to non-payment,NY,1527,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4733.38,2063-11-30,2022-11-04,2063-12-22,2064-11-30,,4631.55,90,Construction,942058.22,Credit Card,0,4233.38,12,0
Q1528,C1528,528,Ashley Porter,Ashley,Porter,Cancellation due to non-payment,NY,1528,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3460.66,2063-12-31,2022-11-04,,2064-12-31,2065-01-01,3393.97,36,Construction,5533840.74,Cheque,1,2960.66,12,1
Q1529,C1529,529,Bryan Jordan,Bryan,Jordan,Cancellation due to non-payment,NY,1529,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1507.38,2064-01-31,2022-11-04,,2065-01-31,2065-02-01,1553.06,86,Construction,3861792.88,Credit Card,0,1007.38,12,1
Q1530,C1530,530,Michael Wilson,Michael,Wilson,Cancellation due to non-payment,NY,1530,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8782.5,2064-02-29,2022-11-04,2064-05-23,2065-02-28,,8816.89,62,Construction,6110639.28,Credit Card,0,8282.5,12,0
Q1531,C1531,531,Nicholas Waters,Nicholas,Waters,Cancellation due to non-payment,NY,1531,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8316.11,2064-03-31,2022-11-04,2064-12-29,2065-03-31,,8159.19,42,Manufacturing,3948390.84,Credit Card,1,7816.11,12,0
Q1532,C1532,532,Michelle Fuentes,Michelle,Fuentes,Cancellation due to non-payment,NY,1532,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9997.46,2064-04-30,2022-11-04,,2065-04-30,2065-05-01,10107.77,76,Consulting,2478961.32,Cheque,1,9497.46,12,1
Q1533,C1533,533,Corey Webster,Corey,Webster,Cancellation due to non-payment,NY,1533,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9969.73,2064-05-31,2022-11-04,2064-08-06,2065-05-31,,10185.23,42,Consulting,1040156.22,ACH Transfer,0,9469.73,12,0
Q1534,C1534,534,Mrs. Jennifer Carrillo,Mrs.,Carrillo,Cancellation due to non-payment,NY,1534,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5998.89,2064-06-30,2022-11-04,,2065-06-30,2065-07-01,5862.49,61,Construction,3217692.6,ACH Transfer,1,5498.89,12,1
Q1535,C1535,535,Lindsey Bell MD,Lindsey,MD,Cancellation due to non-payment,NY,1535,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7920.89,2064-07-31,2022-11-04,2064-08-20,2065-07-31,,7852.41,13,Manufacturing,1056783.86,Cheque,1,7420.89,12,0
Q1536,C1536,536,Anthony Wallace,Anthony,Wallace,Cancellation due to non-payment,NY,1536,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9502.89,2064-08-31,2022-11-04,,2065-08-31,2065-09-01,9143.57,11,Manufacturing,1851279.81,ACH Transfer,1,9002.89,12,1
Q1537,C1537,537,Heather Jones,Heather,Jones,Cancellation due to non-payment,NY,1537,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8646.83,2064-09-30,2022-11-04,,2065-09-30,2065-10-01,8371.13,54,Construction,9874627.97,Credit Card,0,8146.83,12,1
Q1538,C1538,538,Mark Villarreal PhD,Mark,PhD,Cancellation due to non-payment,NY,1538,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3226.13,2064-10-31,2022-11-04,,2065-10-31,2065-11-01,3284.56,16,Retail,4496625.21,ACH Transfer,1,2726.13,12,1
Q1539,C1539,539,Jessica Pena,Jessica,Pena,Cancellation due to non-payment,NY,1539,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5054.9,2064-11-30,2022-11-04,2065-03-02,2065-11-30,,4893.87,8,Construction,5365530.49,Cheque,0,4554.9,12,0
Q1540,C1540,540,David Gross,David,Gross,Cancellation due to non-payment,NY,1540,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2162.43,2064-12-31,2022-11-04,,2065-12-31,2066-01-01,2167.87,59,Retail,8748823.43,ACH Transfer,0,1662.43,12,1
Q1541,C1541,541,Edward Mills,Edward,Mills,Cancellation due to non-payment,NY,1541,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9586.46,2065-01-31,2022-11-04,2065-03-04,2066-01-31,,9786.86,57,Construction,9956132.11,Credit Card,0,9086.46,12,0
Q1542,C1542,542,Allison Fernandez,Allison,Fernandez,Cancellation due to non-payment,NY,1542,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6455.57,2065-02-28,2022-11-04,,2066-02-28,2066-03-01,6201.79,40,Retail,5868873.05,Credit Card,1,5955.57,12,1
Q1543,C1543,543,Jessica Davis,Jessica,Davis,Cancellation due to non-payment,NY,1543,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3057.79,2065-03-31,2022-11-04,,2066-03-31,2066-04-01,3078.37,59,Retail,8143490.83,Cheque,1,2557.79,12,1
Q1544,C1544,544,James Melton,James,Melton,Cancellation due to non-payment,NY,1544,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7045.31,2065-04-30,2022-11-04,,2066-04-30,2066-05-01,6873.8,2,Construction,3336716.14,Cheque,1,6545.31,12,1
Q1545,C1545,545,Shannon Snow,Shannon,Snow,Cancellation due to non-payment,NY,1545,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6563.15,2065-05-31,2022-11-04,,2066-05-31,2066-06-01,6866.98,94,Retail,3126865.18,Cheque,1,6063.15,12,1
Q1546,C1546,546,Devin Oliver,Devin,Oliver,Cancellation due to non-payment,NY,1546,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4223.46,2065-06-30,2022-11-04,,2066-06-30,2066-07-01,4216.51,94,Technology,4086766.84,Credit Card,1,3723.46,12,1
Q1547,C1547,547,Clifford Jimenez,Clifford,Jimenez,Cancellation due to non-payment,NY,1547,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2022.02,2065-07-31,2022-11-04,2065-09-28,2066-07-31,,2083.89,76,Consulting,6757821.9,ACH Transfer,0,1522.02,12,0
Q1548,C1548,548,Amber Hinton,Amber,Hinton,Cancellation due to non-payment,NY,1548,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7044.16,2065-08-31,2022-11-04,2066-01-22,2066-08-31,,7079.54,10,Manufacturing,6853697.72,ACH Transfer,0,6544.16,12,0
Q1549,C1549,549,Rachel Fletcher,Rachel,Fletcher,Cancellation due to non-payment,NY,1549,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5682.77,2065-09-30,2022-11-04,2065-10-12,2066-09-30,,5423.3,44,Retail,3220870.4,Cheque,0,5182.77,12,0
Q1550,C1550,550,Bianca Murphy,Bianca,Murphy,Cancellation due to non-payment,NY,1550,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7950.87,2065-10-31,2022-11-04,,2066-10-31,2066-11-01,8056.74,11,Retail,1418778.25,ACH Transfer,1,7450.87,12,1
Q1551,C1551,551,Donald Fields,Donald,Fields,Cancellation due to non-payment,NY,1551,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5681.47,2065-11-30,2022-11-04,,2066-11-30,2066-12-01,5937.93,79,Manufacturing,6360722.94,ACH Transfer,0,5181.47,12,1
Q1552,C1552,552,Michael Walker,Michael,Walker,Cancellation due to non-payment,NY,1552,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8669.63,2065-12-31,2022-11-04,2066-05-13,2066-12-31,,8757.72,80,Retail,1370426.04,Cheque,0,8169.63,12,0
Q1553,C1553,553,John Aguilar,John,Aguilar,Cancellation due to non-payment,NY,1553,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5967.16,2066-01-31,2022-11-04,,2067-01-31,2067-02-01,6157.63,81,Manufacturing,5827075.83,Cheque,1,5467.16,12,1
Q1554,C1554,554,Jasmine Nguyen,Jasmine,Nguyen,Cancellation due to non-payment,NY,1554,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6048.44,2066-02-28,2022-11-04,,2067-02-28,2067-03-01,6280.82,90,Construction,6964879.07,Credit Card,1,5548.44,12,1
Q1555,C1555,555,Mackenzie Vazquez,Mackenzie,Vazquez,Cancellation due to non-payment,NY,1555,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8889.88,2066-03-31,2022-11-04,,2067-03-31,2067-04-01,8648.15,2,Technology,7036053.81,Credit Card,0,8389.88,12,1
Q1556,C1556,556,Stacey Conley,Stacey,Conley,Cancellation due to non-payment,NY,1556,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4631.35,2066-04-30,2022-11-04,2066-11-25,2067-04-30,,4497.99,50,Technology,7559373.9,Credit Card,0,4131.35,12,0
Q1557,C1557,557,Debbie Vincent,Debbie,Vincent,Cancellation due to non-payment,NY,1557,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2206.14,2066-05-31,2022-11-04,2067-03-28,2067-05-31,,2230.62,12,Consulting,8741308.27,Credit Card,1,1706.14,12,0
Q1558,C1558,558,Justin Perry,Justin,Perry,Cancellation due to non-payment,NY,1558,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1259.04,2066-06-30,2022-11-04,2066-09-13,2067-06-30,,1247.84,90,Retail,5049594.02,ACH Transfer,1,759.04,12,0
Q1559,C1559,559,Tanya Torres,Tanya,Torres,Cancellation due to non-payment,NY,1559,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7796.24,2066-07-31,2022-11-04,2066-08-08,2067-07-31,,8061.2,23,Consulting,7329466.98,ACH Transfer,1,7296.24,12,0
Q1560,C1560,560,Brittany Brown,Brittany,Brown,Cancellation due to non-payment,NY,1560,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6582.79,2066-08-31,2022-11-04,2066-11-20,2067-08-31,,6846.12,18,Construction,6229810.08,Credit Card,1,6082.79,12,0
Q1561,C1561,561,Douglas Evans,Douglas,Evans,Cancellation due to non-payment,NY,1561,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7336.72,2066-09-30,2022-11-04,,2067-09-30,2067-10-01,7229.18,62,Technology,1947735.4,Credit Card,0,6836.72,12,1
Q1562,C1562,562,Sandra Williams,Sandra,Williams,Cancellation due to non-payment,NY,1562,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2916.68,2066-10-31,2022-11-04,,2067-10-31,2067-11-01,2839.93,96,Construction,354327.48,Cheque,0,2416.68,12,1
Q1563,C1563,563,Jennifer Taylor,Jennifer,Taylor,Cancellation due to non-payment,NY,1563,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2227.34,2066-11-30,2022-11-04,,2067-11-30,2067-12-01,2289.82,62,Construction,2916959.72,ACH Transfer,1,1727.34,12,1
Q1564,C1564,564,Ryan Berry,Ryan,Berry,Cancellation due to non-payment,NY,1564,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1130.9,2066-12-31,2022-11-04,,2067-12-31,2068-01-01,1105.43,38,Retail,4486033.69,ACH Transfer,0,630.9,12,1
Q1565,C1565,565,Samuel Parrish,Samuel,Parrish,Cancellation due to non-payment,NY,1565,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4155.29,2067-01-31,2022-11-04,2067-04-11,2068-01-31,,4289.35,67,Construction,6209348.85,Credit Card,0,3655.29,12,0
Q1566,C1566,566,Tim Cantrell,Tim,Cantrell,Cancellation due to non-payment,NY,1566,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6309.26,2067-02-28,2022-11-04,2067-03-27,2068-02-28,,6261.14,38,Technology,8514597.37,ACH Transfer,1,5809.26,12,0
Q1567,C1567,567,Zachary Reynolds,Zachary,Reynolds,Cancellation due to non-payment,NY,1567,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4530.2,2067-03-31,2022-11-04,,2068-03-31,2068-04-01,4606.1,67,Consulting,2042832.6,Cheque,0,4030.2,12,1
Q1568,C1568,568,Nicolas Marshall,Nicolas,Marshall,Cancellation due to non-payment,NY,1568,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4937.27,2067-04-30,2022-11-04,2068-03-29,2068-04-30,,4737.57,94,Technology,1342942.92,Cheque,0,4437.27,12,0
Q1569,C1569,569,Jason Lewis,Jason,Lewis,Cancellation due to non-payment,NY,1569,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9137.43,2067-05-31,2022-11-04,,2068-05-31,2068-06-01,9250.61,61,Retail,9638451.48,ACH Transfer,0,8637.43,12,1
Q1570,C1570,570,Tim Curtis,Tim,Curtis,Cancellation due to non-payment,NY,1570,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4134.3,2067-06-30,2022-11-04,,2068-06-30,2068-07-01,4114.36,1,Technology,1169641.14,Credit Card,1,3634.3,12,1
Q1571,C1571,571,Justin Meyer DDS,Justin,DDS,Cancellation due to non-payment,NY,1571,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5625.91,2067-07-31,2022-11-04,,2068-07-31,2068-08-01,5674.64,94,Manufacturing,4837061.59,ACH Transfer,1,5125.91,12,1
Q1572,C1572,572,Christopher Fuller,Christopher,Fuller,Cancellation due to non-payment,NY,1572,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8052.88,2067-08-31,2022-11-04,,2068-08-31,2068-09-01,7785.54,45,Consulting,5897080.92,Cheque,0,7552.88,12,1
Q1573,C1573,573,Barbara White,Barbara,White,Cancellation due to non-payment,NY,1573,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4568.89,2067-09-30,2022-11-04,2068-09-23,2068-09-30,,4677.12,96,Manufacturing,5459606.77,Credit Card,1,4068.89,12,0
Q1574,C1574,574,Maurice Joseph,Maurice,Joseph,Cancellation due to non-payment,NY,1574,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6598.78,2067-10-31,2022-11-04,,2068-10-31,2068-11-01,6838.18,28,Manufacturing,951718.35,ACH Transfer,1,6098.78,12,1
Q1575,C1575,575,Andrew Sullivan,Andrew,Sullivan,Cancellation due to non-payment,NY,1575,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8761.27,2067-11-30,2022-11-04,2068-05-28,2068-11-30,,8513.1,21,Retail,664566.45,Credit Card,1,8261.27,12,0
Q1576,C1576,576,Donna Murphy,Donna,Murphy,Cancellation due to non-payment,NY,1576,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9545.69,2067-12-31,2022-11-04,,2068-12-31,2069-01-01,9159.77,13,Construction,1144285.93,Credit Card,0,9045.69,12,1
Q1577,C1577,577,Diana Wilson,Diana,Wilson,Cancellation due to non-payment,NY,1577,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2323.66,2068-01-31,2022-11-04,,2069-01-31,2069-02-01,2212.97,27,Manufacturing,5897318.07,Cheque,0,1823.66,12,1
Q1578,C1578,578,Mrs. Traci Berry,Mrs.,Berry,Cancellation due to non-payment,NY,1578,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9339.29,2068-02-29,2022-11-04,,2069-02-28,2069-03-01,9471.88,7,Technology,5489014.39,Credit Card,1,8839.29,12,1
Q1579,C1579,579,Carl Rodriguez,Carl,Rodriguez,Cancellation due to non-payment,NY,1579,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5429.05,2068-03-31,2022-11-04,,2069-03-31,2069-04-01,5487.19,22,Construction,2414033.84,ACH Transfer,0,4929.05,12,1
Q1580,C1580,580,Michael Martin,Michael,Martin,Cancellation due to non-payment,NY,1580,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3324.2,2068-04-30,2022-11-04,2068-11-14,2069-04-30,,3339.72,74,Technology,6413964.0,Credit Card,0,2824.2,12,0
Q1581,C1581,581,Karen Cooper,Karen,Cooper,Cancellation due to non-payment,NY,1581,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5132.22,2068-05-31,2022-11-04,,2069-05-31,2069-06-01,4994.65,53,Technology,8218668.27,Credit Card,0,4632.22,12,1
Q1582,C1582,582,Robin Webster,Robin,Webster,Cancellation due to non-payment,NY,1582,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9820.29,2068-06-30,2022-11-04,2068-07-04,2069-06-30,,9713.16,79,Construction,511631.7,ACH Transfer,0,9320.29,12,0
Q1583,C1583,583,Stephen Solomon,Stephen,Solomon,Cancellation due to non-payment,NY,1583,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5433.56,2068-07-31,2022-11-04,,2069-07-31,2069-08-01,5484.89,79,Construction,5031486.44,Cheque,0,4933.56,12,1
Q1584,C1584,584,Robin Munoz,Robin,Munoz,Cancellation due to non-payment,NY,1584,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3958.76,2068-08-31,2022-11-04,,2069-08-31,2069-09-01,3957.48,4,Technology,6924173.08,Cheque,1,3458.76,12,1
Q1585,C1585,585,Taylor Kane,Taylor,Kane,Cancellation due to non-payment,NY,1585,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6700.61,2068-09-30,2022-11-04,,2069-09-30,2069-10-01,7027.46,96,Retail,2597888.08,ACH Transfer,0,6200.61,12,1
Q1586,C1586,586,Gregory Davis,Gregory,Davis,Cancellation due to non-payment,NY,1586,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3161.31,2068-10-31,2022-11-04,2068-11-05,2069-10-31,,3046.38,23,Consulting,3146931.96,ACH Transfer,0,2661.31,12,0
Q1587,C1587,587,Timothy Bender,Timothy,Bender,Cancellation due to non-payment,NY,1587,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1682.77,2068-11-30,2022-11-04,,2069-11-30,2069-12-01,1715.61,70,Consulting,6175015.24,Cheque,0,1182.77,12,1
Q1588,C1588,588,Angela Lewis,Angela,Lewis,Cancellation due to non-payment,NY,1588,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2159.92,2068-12-31,2022-11-04,,2069-12-31,2070-01-01,2139.25,88,Retail,8989559.41,Credit Card,1,1659.92,12,1
Q1589,C1589,589,Christopher Robertson,Christopher,Robertson,Cancellation due to non-payment,NY,1589,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2152.41,2069-01-31,2022-11-04,,2070-01-31,2070-02-01,2136.96,84,Construction,8118251.76,ACH Transfer,1,1652.41,12,1
Q1590,C1590,590,Madison Garner,Madison,Garner,Cancellation due to non-payment,NY,1590,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2367.12,2069-02-28,2022-11-04,,2070-02-28,2070-03-01,2418.63,84,Technology,5872989.17,Credit Card,1,1867.12,12,1
Q1591,C1591,591,Mrs. Leah Harrison,Mrs.,Harrison,Cancellation due to non-payment,NY,1591,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2249.44,2069-03-31,2022-11-04,,2070-03-31,2070-04-01,2292.73,76,Consulting,7329195.01,ACH Transfer,0,1749.44,12,1
Q1592,C1592,592,Tina King,Tina,King,Cancellation due to non-payment,NY,1592,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6767.87,2069-04-30,2022-11-04,2070-01-30,2070-04-30,,7100.35,33,Technology,3711742.46,Cheque,1,6267.87,12,0
