CustomerID,CustomerName,PolicyID,PolicyType,PolicyPremium,PolicyStartDate,PolicyEndDate,NumberOfEmployees,BusinessIndustry,AnnualRevenue,PaymentMethod,ClaimsCount,DurationInMonths,Churn
435,Debbie Anderson,1435,General Liability,1756.961255034977,2056-03-31,2057-03-31,38,Construction,9440854,Credit Card,1,12,1
436,Ann Johnson,1436,General Liability,7308.72218313208,2056-04-30,2057-04-30,32,Manufacturing,119675,ACH Transfer,3,12,1
437,Sara Mcmillan,1437,General Liability,1654.8670572777419,2056-05-31,2057-05-31,11,Retail,8562605,Cheque,0,12,0
438,Nathan Coleman,1438,General Liability,8396.740533613207,2056-06-30,2057-06-30,45,Technology,9456169,Credit Card,2,12,0
439,Kristen Garcia,1439,General Liability,7356.180044408466,2056-07-31,2057-07-31,89,Technology,586799,Cheque,1,12,0
440,Tracy Marshall,1440,General Liability,1732.139025777098,2056-08-31,2057-08-31,33,Manufacturing,6910805,ACH Transfer,2,12,1
441,Nicole Nelson,1441,General Liability,1763.5394267667273,2056-09-30,2057-09-30,41,Retail,2338057,ACH Transfer,0,12,0
442,Paul Pierce,1442,General Liability,9879.75620651058,2056-10-31,2057-10-31,8,Construction,4564344,ACH Transfer,0,12,0
443,Joshua Swanson,1443,General Liability,4368.437161805083,2056-11-30,2057-11-30,11,Consulting,666088,Credit Card,4,12,0
444,William Stark,1444,General Liability,4335.779323602019,2056-12-31,2057-12-31,86,Consulting,6658947,Credit Card,0,12,0
445,Emma Hebert,1445,General Liability,8315.196105317522,2057-01-31,2058-01-31,51,Manufacturing,758003,ACH Transfer,2,12,1
446,Matthew Wilson,1446,General Liability,9525.23719645473,2057-02-28,2058-02-28,88,Retail,905113,Credit Card,3,12,0
447,Randy Sullivan,1447,General Liability,9874.009574405838,2057-03-31,2058-03-31,41,Retail,9422004,ACH Transfer,3,12,0
448,Peter Henderson,1448,General Liability,7780.4036673304745,2057-04-30,2058-04-30,17,Technology,5128035,Credit Card,4,12,0
449,Joseph Brown,1449,General Liability,4386.336269778241,2057-05-31,2058-05-31,76,Construction,4134464,ACH Transfer,2,12,0
450,Charles Schneider,1450,General Liability,1751.5064502880189,2057-06-30,2058-06-30,46,Retail,2192101,Cheque,2,12,0
451,Tyler Stone,1451,General Liability,7994.322243346931,2057-07-31,2058-07-31,32,Consulting,6095134,ACH Transfer,0,12,0
452,John Reyes,1452,General Liability,6025.638247622245,2057-08-31,2058-08-31,79,Construction,9944689,ACH Transfer,2,12,1
453,Jennifer Hardin,1453,General Liability,4817.998083222787,2057-09-30,2058-09-30,80,Construction,8603967,Credit Card,1,12,1
454,Aaron Farrell,1454,General Liability,9157.189465852623,2057-10-31,2058-10-31,54,Manufacturing,6308714,Credit Card,0,12,0
455,William Yu,1455,General Liability,2000.777340755362,2057-11-30,2058-11-30,86,Retail,6862126,Credit Card,1,12,0
456,Matthew Whitney,1456,General Liability,5433.625938617733,2057-12-31,2058-12-31,92,Manufacturing,6442057,Credit Card,4,12,1
457,Austin Harris,1457,General Liability,1102.1828029067717,2058-01-31,2059-01-31,20,Retail,3641483,Credit Card,3,12,0
458,Leonard Kim,1458,General Liability,5217.945777947137,2058-02-28,2059-02-28,33,Technology,1612760,Credit Card,4,12,0
459,Stacy Taylor,1459,General Liability,1506.7294811365362,2058-03-31,2059-03-31,74,Manufacturing,9951044,Cheque,3,12,0
460,Crystal Combs,1460,General Liability,2069.3612464126472,2058-04-30,2059-04-30,40,Manufacturing,3657689,ACH Transfer,4,12,0
461,Lindsey Villegas,1461,General Liability,2057.736220993944,2058-05-31,2059-05-31,32,Consulting,1963236,ACH Transfer,2,12,0
462,Lauren Smith,1462,General Liability,6842.892719044572,2058-06-30,2059-06-30,97,Manufacturing,7963426,ACH Transfer,1,12,1
463,Andrea Miller,1463,General Liability,7714.40391338881,2058-07-31,2059-07-31,2,Retail,550930,Cheque,3,12,0
464,Charles Rodriguez,1464,General Liability,6250.318885874437,2058-08-31,2059-08-31,97,Consulting,7502324,ACH Transfer,0,12,0
465,Mark Mcintosh,1465,General Liability,9659.552936270877,2058-09-30,2059-09-30,33,Manufacturing,8046232,Cheque,1,12,0
466,James Herrera,1466,General Liability,4373.835215713337,2058-10-31,2059-10-31,77,Manufacturing,3598408,Cheque,0,12,0
467,Daniel Hart,1467,General Liability,3571.4087765367467,2058-11-30,2059-11-30,30,Technology,5503252,Cheque,1,12,0
468,Cody Koch DVM,1468,General Liability,8817.392153705143,2058-12-31,2059-12-31,33,Manufacturing,191006,ACH Transfer,1,12,0
469,Jacob Rose,1469,General Liability,3012.3625466750736,2059-01-31,2060-01-31,77,Construction,4251785,Cheque,4,12,0
470,Destiny Myers,1470,General Liability,9669.002854965502,2059-02-28,2060-02-28,26,Consulting,788725,ACH Transfer,3,12,0
471,Mary Smith,1471,General Liability,1109.3902722083471,2059-03-31,2060-03-31,22,Construction,9277376,ACH Transfer,3,12,1
472,Christine West,1472,General Liability,9728.90944036875,2059-04-30,2060-04-30,66,Consulting,306487,Credit Card,1,12,1
473,Lisa Ferguson,1473,General Liability,1388.439207555185,2059-05-31,2060-05-31,38,Technology,6489308,Credit Card,2,12,0
474,Brian Nielsen,1474,General Liability,9020.28802328264,2059-06-30,2060-06-30,90,Manufacturing,3737820,Cheque,2,12,0
475,Deanna Martinez,1475,General Liability,5749.309981776699,2059-07-31,2060-07-31,46,Manufacturing,3384321,Cheque,0,12,0
476,Kristen Kelly,1476,General Liability,9936.683165073702,2059-08-31,2060-08-31,15,Manufacturing,7118523,ACH Transfer,0,12,0
477,James Cohen,1477,General Liability,1664.1690826185898,2059-09-30,2060-09-30,98,Consulting,778841,Cheque,4,12,0
478,Sarah Clark,1478,General Liability,5984.688559611887,2059-10-31,2060-10-31,44,Manufacturing,5520712,Cheque,1,12,0
479,Kevin Sosa,1479,General Liability,9723.722820571891,2059-11-30,2060-11-30,49,Construction,3552501,ACH Transfer,0,12,0
480,Jennifer Kane,1480,General Liability,5707.880597531339,2059-12-31,2060-12-31,75,Manufacturing,8533840,Cheque,0,12,1
481,Jason Anderson,1481,General Liability,6664.587743217363,2060-01-31,2061-01-31,61,Technology,2545840,Cheque,1,12,1
482,Jessica Jones,1482,General Liability,7261.738200861554,2060-02-29,2061-02-28,67,Construction,5551973,ACH Transfer,4,12,1
483,Cory Nielsen,1483,General Liability,5090.86958290996,2060-03-31,2061-03-31,6,Manufacturing,1479904,ACH Transfer,0,12,0
484,Kevin Trevino,1484,General Liability,6648.022720756571,2060-04-30,2061-04-30,9,Manufacturing,7453172,Credit Card,4,12,0
485,John Blankenship,1485,General Liability,6258.828807307902,2060-05-31,2061-05-31,6,Retail,1537188,ACH Transfer,3,12,0
486,Tyler Murray,1486,General Liability,9110.4220944189,2060-06-30,2061-06-30,73,Consulting,1756321,Credit Card,4,12,0
487,Adrian Mahoney,1487,General Liability,1409.0174230731209,2060-07-31,2061-07-31,95,Construction,638645,Cheque,2,12,0
488,Mrs. Michelle Hall MD,1488,General Liability,3528.668706330073,2060-08-31,2061-08-31,32,Retail,5454552,ACH Transfer,2,12,0
489,Linda Allen,1489,General Liability,9553.703356689028,2060-09-30,2061-09-30,41,Technology,4625121,ACH Transfer,4,12,0
490,Carolyn Thomas,1490,General Liability,9012.374055018247,2060-10-31,2061-10-31,76,Consulting,5932801,ACH Transfer,2,12,1
491,Mark Solomon,1491,General Liability,5100.9107750714165,2060-11-30,2061-11-30,8,Construction,7011855,Cheque,3,12,0
492,Barbara Davis,1492,General Liability,6581.193380213831,2060-12-31,2061-12-31,72,Manufacturing,6650091,Credit Card,1,12,0
493,William Vaughan,1493,General Liability,3496.4306468301943,2061-01-31,2062-01-31,50,Construction,7890574,Cheque,2,12,0
494,Bethany Riley,1494,General Liability,2693.0904375138516,2061-02-28,2062-02-28,92,Manufacturing,3466823,Cheque,2,12,0
495,Michael Palmer,1495,General Liability,5173.285644459839,2061-03-31,2062-03-31,62,Consulting,7470683,ACH Transfer,4,12,0
496,Kimberly Mack,1496,General Liability,4180.170052234475,2061-04-30,2062-04-30,84,Manufacturing,2267354,Credit Card,3,12,0
497,James Castillo,1497,General Liability,6252.905006657848,2061-05-31,2062-05-31,62,Technology,9585961,Cheque,1,12,0
498,Stephanie Stevens,1498,General Liability,1699.6117326848635,2061-06-30,2062-06-30,7,Manufacturing,6539522,ACH Transfer,4,12,0
499,Jamie Dean,1499,General Liability,9769.553268995498,2061-07-31,2062-07-31,75,Technology,5147999,Cheque,4,12,0
500,Jill Rice,1500,General Liability,9875.896700316425,2061-08-31,2062-08-31,84,Consulting,4485010,Cheque,3,12,0
501,Kathryn Schultz,1501,General Liability,7283.455426177707,2061-09-30,2062-09-30,80,Consulting,4918750,ACH Transfer,1,12,0
502,Sarah Rivera,1502,General Liability,5824.867297097084,2061-10-31,2062-10-31,4,Construction,5091536,ACH Transfer,3,12,1
503,Sandra Morgan,1503,General Liability,3785.7485465769496,2061-11-30,2062-11-30,6,Technology,9312863,Credit Card,1,12,0
504,Jonathon Thompson,1504,General Liability,8324.155177362538,2061-12-31,2062-12-31,58,Technology,3571750,Cheque,3,12,0
505,Mr. Michael Smith MD,1505,General Liability,7162.580552984913,2062-01-31,2063-01-31,22,Retail,4575156,ACH Transfer,4,12,0
506,Lucas Perry,1506,General Liability,2463.5524541040218,2062-02-28,2063-02-28,26,Retail,2865331,ACH Transfer,4,12,1
507,Richard Snyder,1507,General Liability,9198.344660444582,2062-03-31,2063-03-31,3,Retail,8170297,Credit Card,0,12,1
508,Matthew Jenkins,1508,General Liability,8402.83518630852,2062-04-30,2063-04-30,41,Manufacturing,9076766,Credit Card,2,12,0
509,Lori Miller,1509,General Liability,9548.199219627317,2062-05-31,2063-05-31,60,Retail,2730723,ACH Transfer,3,12,0
510,Elizabeth Wilson,1510,General Liability,7531.475575495239,2062-06-30,2063-06-30,14,Technology,965139,Credit Card,0,12,1
511,Michael Clark,1511,General Liability,6520.736763422109,2062-07-31,2063-07-31,75,Manufacturing,7643159,ACH Transfer,2,12,0
512,Patricia Bartlett,1512,General Liability,4764.18732661557,2062-08-31,2063-08-31,82,Consulting,5484935,Cheque,3,12,0
513,Charles Miller,1513,General Liability,9394.55635018612,2062-09-30,2063-09-30,12,Construction,3001717,Credit Card,1,12,0
514,Rebecca Collins,1514,General Liability,8794.575005503675,2062-10-31,2063-10-31,87,Retail,6385939,Cheque,2,12,1
515,Sarah Davis,1515,General Liability,1406.9680309557048,2062-11-30,2063-11-30,12,Consulting,6916525,Cheque,4,12,1
516,Kelly Everett,1516,General Liability,1237.302770475268,2062-12-31,2063-12-31,13,Technology,2311738,Cheque,0,12,0
517,Michael Jones,1517,General Liability,4388.170301902446,2063-01-31,2064-01-31,25,Construction,5792796,ACH Transfer,2,12,0
518,Tiffany Warner,1518,General Liability,8294.979977036495,2063-02-28,2064-02-28,45,Consulting,8778376,Cheque,2,12,0
519,James Wilkins,1519,General Liability,9885.4851638345,2063-03-31,2064-03-31,19,Construction,6922567,Cheque,4,12,0
520,Jordan Baxter,1520,General Liability,2353.7520199317537,2063-04-30,2064-04-30,55,Retail,2739929,Cheque,3,12,1
521,Theodore Williams,1521,General Liability,6347.176438169216,2063-05-31,2064-05-31,45,Technology,3233211,ACH Transfer,1,12,0
522,Jacob Thornton,1522,General Liability,4428.017709679194,2063-06-30,2064-06-30,8,Construction,7540449,Cheque,4,12,0
523,Cassandra Matthews,1523,General Liability,9729.229580331428,2063-07-31,2064-07-31,93,Consulting,1826199,Cheque,1,12,0
524,Brandon Murray,1524,General Liability,8579.070308221379,2063-08-31,2064-08-31,53,Retail,5171915,Credit Card,3,12,0
525,Nathan Lopez,1525,General Liability,8544.958342400241,2063-09-30,2064-09-30,55,Retail,543945,ACH Transfer,2,12,0
526,Nicholas Atkins,1526,General Liability,5218.238438154733,2063-10-31,2064-10-31,32,Consulting,7482003,Cheque,1,12,0
527,Jeff Williams,1527,General Liability,4733.375521038986,2063-11-30,2064-11-30,51,Consulting,6410114,Credit Card,0,12,0
528,Bonnie Graves,1528,General Liability,3460.663647376356,2063-12-31,2064-12-31,44,Construction,121253,ACH Transfer,0,12,0
529,Matthew Lewis,1529,General Liability,1507.379469858344,2064-01-31,2065-01-31,82,Manufacturing,3703110,ACH Transfer,4,12,0
530,Gloria Jensen,1530,General Liability,8782.50138629548,2064-02-29,2065-02-28,70,Retail,2376787,ACH Transfer,3,12,0
531,Kathleen Valenzuela,1531,General Liability,8316.109082170698,2064-03-31,2065-03-31,18,Construction,7790840,ACH Transfer,4,12,0
532,Elizabeth Kim MD,1532,General Liability,9997.459059575176,2064-04-30,2065-04-30,83,Consulting,6601553,ACH Transfer,4,12,1
533,Tara Gomez,1533,General Liability,9969.731533665148,2064-05-31,2065-05-31,22,Construction,9438770,ACH Transfer,4,12,1
534,Chad Mercado,1534,General Liability,5998.885350423647,2064-06-30,2065-06-30,37,Consulting,1374634,Cheque,0,12,1
535,Mary Powell,1535,General Liability,7920.886736624595,2064-07-31,2065-07-31,96,Technology,2855063,Cheque,0,12,0
536,Jennifer Davis,1536,General Liability,9502.891568941852,2064-08-31,2065-08-31,56,Consulting,1328807,Cheque,4,12,1
537,Brenda Grimes,1537,General Liability,8646.826516096702,2064-09-30,2065-09-30,59,Consulting,8611383,Cheque,0,12,0
538,Brian Martinez,1538,General Liability,3226.132915688779,2064-10-31,2065-10-31,3,Consulting,5263515,Credit Card,3,12,0
539,Lindsey Lewis,1539,General Liability,5054.897217790842,2064-11-30,2065-11-30,28,Manufacturing,7701748,Cheque,4,12,0
540,Nathan Green,1540,General Liability,2162.434736363455,2064-12-31,2065-12-31,74,Consulting,4563158,ACH Transfer,0,12,0
541,Michael White,1541,General Liability,9586.459245328502,2065-01-31,2066-01-31,35,Retail,8903208,Cheque,1,12,0
542,Jeffrey Hardin,1542,General Liability,6455.57171005792,2065-02-28,2066-02-28,61,Retail,6281422,Cheque,4,12,0
543,Lauren Nolan,1543,General Liability,3057.7852495311645,2065-03-31,2066-03-31,93,Construction,2369070,ACH Transfer,4,12,0
544,Joseph Mcdonald,1544,General Liability,7045.30615965271,2065-04-30,2066-04-30,54,Manufacturing,4513359,Cheque,3,12,0
545,Justin Davis,1545,General Liability,6563.154164121062,2065-05-31,2066-05-31,63,Construction,7740167,Cheque,2,12,0
546,Jeanette Diaz,1546,General Liability,4223.464462295564,2065-06-30,2066-06-30,79,Retail,2931569,Cheque,2,12,0
547,Donald Morales,1547,General Liability,2022.0183297966612,2065-07-31,2066-07-31,97,Retail,7422153,Credit Card,3,12,0
548,Madeline Norman,1548,General Liability,7044.158760335196,2065-08-31,2066-08-31,7,Technology,9937371,Cheque,3,12,1
549,Pamela Young,1549,General Liability,5682.7693081341395,2065-09-30,2066-09-30,76,Consulting,2619507,ACH Transfer,3,12,1
550,Steve Lee,1550,General Liability,7950.865525620754,2065-10-31,2066-10-31,49,Retail,1356715,ACH Transfer,2,12,0
551,Patrick Daniels,1551,General Liability,5681.47151000794,2065-11-30,2066-11-30,94,Construction,8568865,Cheque,3,12,0
552,Mary Hale,1552,General Liability,8669.633502866862,2065-12-31,2066-12-31,85,Construction,1626534,Cheque,0,12,0
553,Jeffrey Montes,1553,General Liability,5967.16154897037,2066-01-31,2067-01-31,31,Consulting,924143,Cheque,4,12,1
554,Jennifer Cox,1554,General Liability,6048.441743818476,2066-02-28,2067-02-28,58,Consulting,7446562,ACH Transfer,4,12,0
555,Angela Moreno,1555,General Liability,8889.882423925104,2066-03-31,2067-03-31,61,Technology,3902986,ACH Transfer,1,12,0
556,Isabella Rodriguez,1556,General Liability,4631.345795911573,2066-04-30,2067-04-30,24,Manufacturing,471616,Credit Card,1,12,0
557,Hannah Baxter,1557,General Liability,2206.1370560557666,2066-05-31,2067-05-31,20,Construction,2060155,Credit Card,4,12,0
558,Dr. Virginia Wilson DDS,1558,General Liability,1259.0440868200508,2066-06-30,2067-06-30,37,Consulting,9263766,Credit Card,0,12,0
559,Donald Richmond,1559,General Liability,7796.235301062571,2066-07-31,2067-07-31,4,Construction,2810527,ACH Transfer,2,12,1
560,Rodney Rodriguez,1560,General Liability,6582.785962181182,2066-08-31,2067-08-31,92,Consulting,1868967,Credit Card,2,12,0
561,Christopher Edwards,1561,General Liability,7336.717912893012,2066-09-30,2067-09-30,20,Retail,9404991,Cheque,0,12,0
562,Megan Sullivan,1562,General Liability,2916.677453580197,2066-10-31,2067-10-31,60,Construction,8470043,Cheque,2,12,1
563,Jeff Cunningham,1563,General Liability,2227.343280280928,2066-11-30,2067-11-30,24,Retail,379215,ACH Transfer,3,12,1
564,Nicole Hall,1564,General Liability,1130.9019910109373,2066-12-31,2067-12-31,50,Construction,2943236,Credit Card,4,12,0
565,Ryan Young,1565,General Liability,4155.288029259373,2067-01-31,2068-01-31,49,Manufacturing,7479933,Cheque,4,12,0
566,Nicole Cobb DDS,1566,General Liability,6309.259181691697,2067-02-28,2068-02-28,51,Technology,8761957,ACH Transfer,0,12,0
567,Danielle Myers,1567,General Liability,4530.196405897591,2067-03-31,2068-03-31,96,Retail,6253973,Credit Card,2,12,1
568,Patrick Flynn,1568,General Liability,4937.274298213561,2067-04-30,2068-04-30,36,Consulting,6135218,Cheque,1,12,0
569,Andrea Scott,1569,General Liability,9137.428250443736,2067-05-31,2068-05-31,98,Manufacturing,2060584,Credit Card,1,12,1
570,John Alvarez,1570,General Liability,4134.299203209703,2067-06-30,2068-06-30,66,Construction,6323754,ACH Transfer,2,12,0
571,Gregory Stewart,1571,General Liability,5625.905402438297,2067-07-31,2068-07-31,79,Retail,5685709,Credit Card,1,12,0
572,Joel Gomez,1572,General Liability,8052.8771146702875,2067-08-31,2068-08-31,34,Construction,9904815,ACH Transfer,0,12,0
573,John Kennedy,1573,General Liability,4568.885040891431,2067-09-30,2068-09-30,36,Construction,678688,Credit Card,0,12,0
574,Mark Fowler,1574,General Liability,6598.780302050862,2067-10-31,2068-10-31,6,Construction,4326156,Cheque,2,12,0
575,Matthew Rice,1575,General Liability,8761.273378720707,2067-11-30,2068-11-30,39,Technology,5855892,ACH Transfer,1,12,0
576,April Maxwell,1576,General Liability,9545.685612918778,2067-12-31,2068-12-31,42,Technology,8083372,ACH Transfer,0,12,0
577,Zachary Rice,1577,General Liability,2323.6613283613415,2068-01-31,2069-01-31,58,Consulting,8227747,ACH Transfer,0,12,1
578,Andrea Bowen,1578,General Liability,9339.28862645345,2068-02-29,2069-02-28,12,Retail,4327995,Credit Card,3,12,0
579,Patricia Cruz DDS,1579,General Liability,5429.046637715844,2068-03-31,2069-03-31,3,Manufacturing,7437694,Credit Card,3,12,0
580,Ashley Williams,1580,General Liability,3324.199494690625,2068-04-30,2069-04-30,18,Manufacturing,9021334,Cheque,0,12,0
581,Brandon Lopez,1581,General Liability,5132.221806144352,2068-05-31,2069-05-31,40,Manufacturing,4052255,ACH Transfer,2,12,0
582,Debra Gray,1582,General Liability,9820.293177569294,2068-06-30,2069-06-30,21,Construction,3917242,ACH Transfer,4,12,0
583,Chase Wall,1583,General Liability,5433.562845935827,2068-07-31,2069-07-31,15,Technology,5090488,Credit Card,4,12,0
584,Mary Hardin,1584,General Liability,3958.764492587574,2068-08-31,2069-08-31,97,Retail,339968,Credit Card,0,12,1
585,Shaun Fuller,1585,General Liability,6700.607688850532,2068-09-30,2069-09-30,99,Construction,8777571,Cheque,0,12,0
586,Jonathan Bell,1586,General Liability,3161.310569003738,2068-10-31,2069-10-31,26,Technology,2692536,Cheque,0,12,0
587,Jennifer Williams,1587,General Liability,1682.7699529779752,2068-11-30,2069-11-30,8,Technology,5604381,Credit Card,2,12,0
588,Lauren Foster,1588,General Liability,2159.9174971958428,2068-12-31,2069-12-31,94,Retail,619165,ACH Transfer,3,12,0
589,Ronald Hunt,1589,General Liability,2152.412550619952,2069-01-31,2070-01-31,87,Retail,4514084,Cheque,0,12,0
590,Michael Martin,1590,General Liability,2367.124241610649,2069-02-28,2070-02-28,42,Retail,3540866,Credit Card,0,12,1
591,Diane Curtis,1591,General Liability,2249.444553844691,2069-03-31,2070-03-31,44,Construction,3978363,Credit Card,1,12,1
592,Jon Reed,1592,General Liability,6767.872703228932,2069-04-30,2070-04-30,14,Consulting,1127557,ACH Transfer,2,12,0
593,Jamie Harris,1593,General Liability,2636.9207595923035,2069-05-31,2070-05-31,78,Retail,7535697,Credit Card,0,12,0
594,Cynthia Johnson,1594,General Liability,4111.005549914769,2069-06-30,2070-06-30,2,Consulting,5998885,Credit Card,1,12,0
595,Karen Mcbride,1595,General Liability,9071.095689154106,2069-07-31,2070-07-31,37,Construction,7701723,Cheque,4,12,0
596,Michael Simpson,1596,General Liability,5265.654762365851,2069-08-31,2070-08-31,69,Consulting,8046155,Credit Card,0,12,0
597,Brian Ross,1597,General Liability,7008.019646689245,2069-09-30,2070-09-30,38,Manufacturing,5788238,Credit Card,0,12,0
598,Karen Kennedy,1598,General Liability,2550.8788408146684,2069-10-31,2070-10-31,41,Consulting,9694731,Cheque,1,12,0
599,Tara Wright,1599,General Liability,2730.6011692780367,2069-11-30,2070-11-30,62,Retail,6803560,ACH Transfer,2,12,0
600,Philip Bauer,1600,General Liability,1367.8175463983098,2069-12-31,2070-12-31,60,Construction,1885559,ACH Transfer,0,12,0
601,Elizabeth Foster,1601,General Liability,2520.415567649481,2070-01-31,2071-01-31,14,Retail,8797057,Cheque,4,12,0
602,Paula Russo,1602,General Liability,3507.313051287628,2070-02-28,2071-02-28,89,Manufacturing,633634,Cheque,0,12,0
603,Jacob Garcia,1603,General Liability,2593.0943584907213,2070-03-31,2071-03-31,84,Retail,4032747,ACH Transfer,4,12,0
604,Dylan Peters,1604,General Liability,1798.3228038135005,2070-04-30,2071-04-30,2,Retail,8678845,ACH Transfer,3,12,1
605,Julie Pittman,1605,General Liability,2085.7228399054075,2070-05-31,2071-05-31,70,Retail,8202873,ACH Transfer,3,12,0
606,Lawrence Walker,1606,General Liability,5147.008912294532,2070-06-30,2071-06-30,17,Technology,9344655,ACH Transfer,4,12,0
607,Heather Smith,1607,General Liability,2857.0034656521325,2070-07-31,2071-07-31,89,Manufacturing,4723636,ACH Transfer,2,12,0
608,Adam Stanley,1608,General Liability,4278.428749432679,2070-08-31,2071-08-31,28,Retail,7656855,Cheque,0,12,1
609,Kevin Santiago,1609,General Liability,5530.755437693712,2070-09-30,2071-09-30,66,Retail,5434233,Credit Card,0,12,0
610,Maria Reyes,1610,General Liability,7213.553457664288,2070-10-31,2071-10-31,35,Retail,1506368,ACH Transfer,3,12,0
611,Taylor Mack PhD,1611,General Liability,1353.8092585698905,2070-11-30,2071-11-30,5,Construction,6941300,ACH Transfer,4,12,0
612,Scott Jones,1612,General Liability,8194.693590181385,2070-12-31,2071-12-31,65,Technology,9334082,Credit Card,0,12,0
613,Tammy Lee,1613,General Liability,6651.10350541817,2071-01-31,2072-01-31,40,Construction,5885267,Credit Card,0,12,1
614,Stephanie Welch,1614,General Liability,1735.8312875398472,2071-02-28,2072-02-28,76,Technology,1324744,Credit Card,2,12,0
615,Allison Warner,1615,General Liability,8862.207616960995,2071-03-31,2072-03-31,56,Retail,6070226,Credit Card,1,12,1
616,Reginald Johnson,1616,General Liability,9287.85160478632,2071-04-30,2072-04-30,36,Manufacturing,4962894,Credit Card,3,12,1
617,Elizabeth Ross,1617,General Liability,1549.7016386937737,2071-05-31,2072-05-31,45,Consulting,2231018,Credit Card,3,12,1
618,Lisa Martinez,1618,General Liability,3491.8988333248335,2071-06-30,2072-06-30,23,Consulting,8310710,Cheque,1,12,0
619,Cody Montgomery,1619,General Liability,8255.811518137552,2071-07-31,2072-07-31,47,Retail,3589429,Credit Card,0,12,0
620,Chelsea Howell,1620,General Liability,7734.337213452925,2071-08-31,2072-08-31,31,Construction,6988260,Credit Card,2,12,0
621,Leah Chan,1621,General Liability,2660.689174207396,2071-09-30,2072-09-30,11,Manufacturing,6578443,Cheque,2,12,0
622,Michael Thompson,1622,General Liability,2884.143910030393,2071-10-31,2072-10-31,10,Technology,394746,Credit Card,3,12,0
623,Eric Morrison,1623,General Liability,4334.248925122438,2071-11-30,2072-11-30,67,Retail,5810754,ACH Transfer,2,12,0
624,Ashley Johnson,1624,General Liability,5360.706866719192,2071-12-31,2072-12-31,14,Manufacturing,5532019,ACH Transfer,1,12,0
625,Katrina Brown,1625,General Liability,6564.292943772663,2072-01-31,2073-01-31,80,Manufacturing,4452892,Credit Card,0,12,0
626,Julie Miles,1626,General Liability,4320.222756127952,2072-02-29,2073-02-28,74,Technology,1802159,Cheque,1,12,1
627,Shirley Diaz,1627,General Liability,5162.812445198331,2072-03-31,2073-03-31,93,Manufacturing,3857985,ACH Transfer,4,12,0
628,Nicholas Moreno,1628,General Liability,7727.238443203809,2072-04-30,2073-04-30,10,Construction,3902177,Cheque,3,12,1
629,Danielle Graves,1629,General Liability,1330.148826015381,2072-05-31,2073-05-31,76,Construction,8612558,ACH Transfer,2,12,0
630,Daniel Reynolds,1630,General Liability,3271.932499096187,2072-06-30,2073-06-30,94,Construction,1253224,Credit Card,4,12,1
631,Dr. Eric Nguyen Jr.,1631,General Liability,7420.146272960972,2072-07-31,2073-07-31,1,Manufacturing,2750235,Cheque,2,12,0
632,Thomas Alvarez,1632,General Liability,9056.861539184794,2072-08-31,2073-08-31,5,Construction,4840039,Cheque,0,12,0
633,Christine Welch,1633,General Liability,5605.096979040995,2072-09-30,2073-09-30,20,Technology,8399350,Cheque,0,12,1
634,Amanda Ross,1634,General Liability,5789.021367387841,2072-10-31,2073-10-31,8,Manufacturing,9793374,ACH Transfer,0,12,0
635,Alison Hayes,1635,General Liability,1964.5481020579846,2072-11-30,2073-11-30,43,Consulting,2403554,ACH Transfer,2,12,1
636,Alyssa Hall,1636,General Liability,5026.711301411092,2072-12-31,2073-12-31,76,Manufacturing,4120120,ACH Transfer,4,12,0
637,Jason Rose,1637,General Liability,5793.555398095208,2073-01-31,2074-01-31,1,Technology,3046862,Credit Card,0,12,0
638,Lucas Davis,1638,General Liability,3182.2345327125668,2073-02-28,2074-02-28,57,Consulting,2776517,ACH Transfer,4,12,0
639,Brandon Walker,1639,General Liability,3423.189078544429,2073-03-31,2074-03-31,64,Manufacturing,4407086,Credit Card,2,12,0
640,Kyle Davidson,1640,General Liability,4395.557467941604,2073-04-30,2074-04-30,84,Construction,7431006,Cheque,4,12,0
641,Dustin Luna,1641,General Liability,1180.6407799995372,2073-05-31,2074-05-31,28,Retail,9115828,Cheque,2,12,0
642,Adam Brewer,1642,General Liability,3898.7124902486044,2073-06-30,2074-06-30,37,Retail,8429442,Credit Card,2,12,0
643,Samuel Williams,1643,General Liability,2903.0320629689018,2073-07-31,2074-07-31,47,Construction,6269912,ACH Transfer,3,12,0
644,Francis Blankenship,1644,General Liability,3947.476169601232,2073-08-31,2074-08-31,76,Retail,8931924,Credit Card,2,12,1
645,Jasmine Watson,1645,General Liability,2077.859186373261,2073-09-30,2074-09-30,37,Retail,3617741,Cheque,2,12,1
646,Scott Martin,1646,General Liability,9014.745526659055,2073-10-31,2074-10-31,49,Construction,6268563,Cheque,1,12,0
647,Shane Rivera,1647,General Liability,6342.3320819864375,2073-11-30,2074-11-30,44,Construction,3556653,Credit Card,0,12,0
648,Melinda Bauer,1648,General Liability,7111.920872300407,2073-12-31,2074-12-31,56,Manufacturing,5529219,ACH Transfer,3,12,0
649,Austin Nguyen,1649,General Liability,8102.541147466045,2074-01-31,2075-01-31,28,Manufacturing,575595,ACH Transfer,3,12,0
650,Alexander Donaldson,1650,General Liability,5485.979790361515,2074-02-28,2075-02-28,79,Construction,9954352,Credit Card,3,12,1
651,Kristine Marsh,1651,General Liability,1782.2825927868132,2074-03-31,2075-03-31,6,Technology,1988806,Credit Card,1,12,1
